ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,holidays,holidays_lower,holidays_upper,lockdown_1,lockdown_1_lower,lockdown_1_upper,lockdown_2,lockdown_2_lower,lockdown_2_upper,lockdown_3,lockdown_3_lower,lockdown_3_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2015-09-30,173801.3569877413,126480.46994028264,221170.04874889358,173801.3569877413,173801.3569877413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000811269475143483,0.000811269475143483,0.000811269475143483,0.000811269475143483,0.000811269475143483,0.000811269475143483,0.0,0.0,0.0,173942.35672340397
2015-10-31,174655.248161941,143722.7356593489,236946.89804417765,174655.248161941,174655.248161941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07776895430937138,0.07776895430937138,0.07776895430937138,0.07776895430937138,0.07776895430937138,0.07776895430937138,0.0,0.0,0.0,188238.00417613893
2015-11-30,175481.59445792742,116251.42101796536,207804.92569874978,175481.59445792742,175481.59445792742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07520957986426044,-0.07520957986426044,-0.07520957986426044,-0.07520957986426044,-0.07520957986426044,-0.07520957986426044,0.0,0.0,0.0,162283.69746483615
2015-12-31,176335.4856304467,117956.04986705938,211132.69997685638,176335.4856304467,176335.4856304467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08642257786423092,-0.08642257786423092,-0.08642257786423092,-0.08642257786423092,-0.08642257786423092,-0.08642257786423092,0.0,0.0,0.0,161096.11839332245
2016-01-31,177189.376802966,124762.91765657578,217758.8977004517,177189.376802966,177189.376802966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04285335120029962,-0.04285335120029962,-0.04285335120029962,-0.04285335120029962,-0.04285335120029962,-0.04285335120029962,0.0,0.0,0.0,169596.21820986626
2016-02-29,177988.17822241955,132915.3675427802,226548.48443585512,177988.17822241955,177988.17822241955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005155497632642141,0.005155497632642141,0.005155497632642141,0.005155497632642141,0.005155497632642141,0.005155497632642141,0.0,0.0,0.0,178905.79585388352
2016-03-31,178842.06938701446,141548.87689903317,239219.61622212568,178842.06938701446,178842.06938701446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06653249069846105,0.06653249069846105,0.06653249069846105,0.06653249069846105,0.06653249069846105,0.06653249069846105,0.0,0.0,0.0,190740.87770499953
2016-04-30,179668.41567533213,137140.59666960547,230732.81990516165,179668.41567533213,179668.41567533213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018339816232978638,0.018339816232978638,0.018339816232978638,0.018339816232978638,0.018339816232978638,0.018339816232978638,0.0,0.0,0.0,182963.50140168815
2016-05-31,180522.306839927,126393.26289538015,215804.49504848383,180522.306839927,180522.306839927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03854001189981399,-0.03854001189981399,-0.03854001189981399,-0.03854001189981399,-0.03854001189981399,-0.03854001189981399,0.0,0.0,0.0,173564.97498613433
2016-06-30,181348.65276941375,150068.74039140093,244413.0488661308,181348.65276941375,181348.65276941375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862106297605056,0.0862106297605056,0.0862106297605056,0.0862106297605056,0.0862106297605056,0.0862106297605056,0.0,0.0,0.0,196982.8343308842
2016-07-31,182202.54356321666,143897.1547683747,234290.25941208954,182202.54356321666,182202.54356321666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04391044830916969,0.04391044830916969,0.04391044830916969,0.04391044830916969,0.04391044830916969,0.04391044830916969,0.0,0.0,0.0,190203.13893414853
2016-08-31,183056.4343570196,122483.46411581617,217554.67804392593,183056.4343570196,183056.4343570196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0800864268351072,-0.0800864268351072,-0.0800864268351072,-0.0800864268351072,-0.0800864268351072,-0.0800864268351072,0.0,0.0,0.0,168396.09862019058
2016-09-30,183882.7802865063,137992.07144949687,230226.7068184444,183882.7802865063,183882.7802865063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001233852212603335,-0.001233852212603335,-0.001233852212603335,-0.001233852212603335,-0.001233852212603335,-0.001233852212603335,0.0,0.0,0.0,183655.89611119017
2016-10-31,184736.6708515182,149652.7696451759,243472.33009005839,184736.6708515182,184736.6708515182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06719074158403127,0.06719074158403127,0.06719074158403127,0.06719074158403127,0.06719074158403127,0.06719074158403127,0.0,0.0,0.0,197149.2647637968
2016-11-30,185563.0165595942,127855.61272567358,221388.41350631337,185563.0165595942,185563.0165595942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0610769835889112,-0.0610769835889112,-0.0610769835889112,-0.0610769835889112,-0.0610769835889112,-0.0610769835889112,0.0,0.0,0.0,174229.387242475
2016-12-31,186416.90712460602,113135.9870500558,211802.1177897216,186416.90712460602,186416.90712460602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11573529901342339,-0.11573529901342339,-0.11573529901342339,-0.11573529901342339,-0.11573529901342339,-0.11573529901342339,0.0,0.0,0.0,164841.89063738217
2017-01-31,187270.02641847302,132212.2818676764,227625.866468713,187270.02641847302,187270.02641847302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04171944479667524,-0.04171944479667524,-0.04171944479667524,-0.04171944479667524,-0.04171944479667524,-0.04171944479667524,0.0,0.0,0.0,179457.22488923563
2017-02-28,188040.58578067544,137779.4152743211,239536.02911034675,188040.58578067544,188040.58578067544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006017317297444226,-0.006017317297444226,-0.006017317297444226,-0.006017317297444226,-0.006017317297444226,-0.006017317297444226,0.0,0.0,0.0,186909.08591123583
2017-03-31,188893.7050745424,156905.57730273786,247334.99336799316,188893.7050745424,188893.7050745424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06787984614765809,0.06787984614765809,0.06787984614765809,0.06787984614765809,0.06787984614765809,0.06787984614765809,0.0,0.0,0.0,201715.78071326346
2017-04-30,189719.30439118788,143174.23219592895,243245.66373371723,189719.30439118788,189719.30439118788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02462445742543307,0.02462445742543307,0.02462445742543307,0.02462445742543307,0.02462445742543307,0.02462445742543307,0.0,0.0,0.0,194391.03932495147
