date_mvt,nb_sales,total_revenues
2016-04-29 00:00:00.000000 UTC,781,10048.65
2016-04-30 00:00:00.000000 UTC,106,2308.2000000000003
2016-05-02 00:00:00.000000 UTC,219,7427.62
2016-05-03 00:00:00.000000 UTC,322,7938.68
2016-05-04 00:00:00.000000 UTC,236,6282.1100000000006
2016-05-06 00:00:00.000000 UTC,231,7468.73
2016-05-07 00:00:00.000000 UTC,62,1751.82
2016-05-09 00:00:00.000000 UTC,237,6336.6500000000005
2016-05-10 00:00:00.000000 UTC,205,11611.869999999999
2016-05-11 00:00:00.000000 UTC,230,5533.68
2016-05-12 00:00:00.000000 UTC,265,7507.0499999999993
2016-05-13 00:00:00.000000 UTC,445,11158.079999999998
2016-05-14 00:00:00.000000 UTC,92,2616.6600000000003
2016-05-17 00:00:00.000000 UTC,239,5672.6799999999994
2016-05-18 00:00:00.000000 UTC,340,9718.9800000000032
2016-05-19 00:00:00.000000 UTC,222,9689.5999999999985
2016-05-20 00:00:00.000000 UTC,253,6586.1399999999994
2016-05-21 00:00:00.000000 UTC,115,4347.02
2016-05-23 00:00:00.000000 UTC,172,4945.5999999999995
2016-05-24 00:00:00.000000 UTC,167,5518.3600000000006
2016-05-25 00:00:00.000000 UTC,148,4806.0199999999995
2016-05-26 00:00:00.000000 UTC,297,7767.1299999999992
2016-05-27 00:00:00.000000 UTC,201,5804.9899999999989
2016-05-28 00:00:00.000000 UTC,91,2106.9900000000002
2016-05-30 00:00:00.000000 UTC,232,8036.53
2016-05-31 00:00:00.000000 UTC,199,5954.9499999999989
2016-06-01 00:00:00.000000 UTC,267,10661.549999999997
2016-06-02 00:00:00.000000 UTC,230,10268.3
2016-06-03 00:00:00.000000 UTC,307,8926.21
2016-06-04 00:00:00.000000 UTC,36,834.78000000000009
2016-06-06 00:00:00.000000 UTC,236,7839.67
2016-06-07 00:00:00.000000 UTC,315,9762.66
2016-06-08 00:00:00.000000 UTC,233,6135.93
2016-06-09 00:00:00.000000 UTC,251,6871.7
2016-06-10 00:00:00.000000 UTC,312,9083.4700000000012
2016-06-11 00:00:00.000000 UTC,88,4719.06
2016-06-13 00:00:00.000000 UTC,195,4961.34
2016-06-14 00:00:00.000000 UTC,279,7983.3900000000012
2016-06-15 00:00:00.000000 UTC,417,12426.649999999998
2016-06-16 00:00:00.000000 UTC,264,7219.17
2016-06-17 00:00:00.000000 UTC,146,3183.7000000000003
2016-06-18 00:00:00.000000 UTC,95,3004.73
2016-06-20 00:00:00.000000 UTC,194,6004.7699999999995
2016-06-21 00:00:00.000000 UTC,248,7327.38
2016-06-22 00:00:00.000000 UTC,184,6048.1100000000006
2016-06-23 00:00:00.000000 UTC,377,11030.86
2016-06-24 00:00:00.000000 UTC,286,7862.28
2016-06-25 00:00:00.000000 UTC,203,4780.8600000000006
2016-06-27 00:00:00.000000 UTC,305,8969.7100000000009
2016-06-28 00:00:00.000000 UTC,307,11778.070000000002
2016-06-29 00:00:00.000000 UTC,201,5494.6299999999992
2016-06-30 00:00:00.000000 UTC,337,9191.67
2016-07-01 00:00:00.000000 UTC,341,12803.9
2016-07-02 00:00:00.000000 UTC,70,1761.27
2016-07-04 00:00:00.000000 UTC,279,6344.630000000001
2016-07-05 00:00:00.000000 UTC,231,8021.1699999999992
2016-07-06 00:00:00.000000 UTC,135,2738.5399999999995
2016-07-07 00:00:00.000000 UTC,180,5337.5699999999988
2016-07-08 00:00:00.000000 UTC,178,6656.4100000000017
2016-07-09 00:00:00.000000 UTC,90,2469.03
2016-07-11 00:00:00.000000 UTC,176,6497.75
2016-07-12 00:00:00.000000 UTC,222,7208.54
2016-07-13 00:00:00.000000 UTC,299,10595.039999999999
2016-07-15 00:00:00.000000 UTC,182,4660.47
2016-07-16 00:00:00.000000 UTC,101,2877.54
2016-07-18 00:00:00.000000 UTC,208,6958.77
2016-07-19 00:00:00.000000 UTC,249,8055.0599999999995
2016-07-20 00:00:00.000000 UTC,302,9415.76
2016-07-21 00:00:00.000000 UTC,312,7808.3600000000024
2016-07-22 00:00:00.000000 UTC,278,8665.36
2016-07-23 00:00:00.000000 UTC,125,4772.66
2016-07-25 00:00:00.000000 UTC,203,6910.06
2016-07-26 00:00:00.000000 UTC,395,12032.41
2016-07-27 00:00:00.000000 UTC,249,6842.7900000000009
2016-07-28 00:00:00.000000 UTC,275,7815.3700000000008
2016-07-29 00:00:00.000000 UTC,184,8959.9399999999987
2016-07-30 00:00:00.000000 UTC,120,3371.0
2016-08-01 00:00:00.000000 UTC,259,7333.32
2016-08-02 00:00:00.000000 UTC,280,7468.300000000002
2016-08-03 00:00:00.000000 UTC,210,7477.619999999999
2016-08-04 00:00:00.000000 UTC,253,6485.0700000000006
2016-08-05 00:00:00.000000 UTC,245,7314.9900000000007
2016-08-06 00:00:00.000000 UTC,86,2110.59
2016-08-08 00:00:00.000000 UTC,117,4106.65
2016-08-09 00:00:00.000000 UTC,214,6537.2499999999991
2016-08-10 00:00:00.000000 UTC,291,7383.9500000000007
2016-08-11 00:00:00.000000 UTC,228,8215.1600000000017
2016-08-12 00:00:00.000000 UTC,208,7929.5600000000013
2016-08-13 00:00:00.000000 UTC,156,3804.8199999999997
2016-08-16 00:00:00.000000 UTC,245,7071.02
2016-08-17 00:00:00.000000 UTC,232,7462.37
2016-08-18 00:00:00.000000 UTC,268,8610.2400000000016
2016-08-19 00:00:00.000000 UTC,290,10575.79
2016-08-20 00:00:00.000000 UTC,49,1284.67
2016-08-22 00:00:00.000000 UTC,155,5042.41
2016-08-23 00:00:00.000000 UTC,214,5756.85
2016-08-24 00:00:00.000000 UTC,136,3318.1800000000003
2016-08-25 00:00:00.000000 UTC,150,5010.1399999999994
2016-08-26 00:00:00.000000 UTC,211,6813.51
2016-08-27 00:00:00.000000 UTC,84,3070.79
2016-08-29 00:00:00.000000 UTC,248,9109.010000000002
2016-08-30 00:00:00.000000 UTC,238,5893.7
2016-08-31 00:00:00.000000 UTC,312,15561.23
2016-09-01 00:00:00.000000 UTC,892,16074.990000000002
2016-09-02 00:00:00.000000 UTC,257,10668.4
2016-09-03 00:00:00.000000 UTC,53,1116.56
2016-09-05 00:00:00.000000 UTC,240,8720.06
2016-09-06 00:00:00.000000 UTC,248,8957.61
2016-09-07 00:00:00.000000 UTC,284,7119.2699999999995
2016-09-08 00:00:00.000000 UTC,239,7866.81
2016-09-09 00:00:00.000000 UTC,180,23073.039999999994
2016-09-10 00:00:00.000000 UTC,109,2712.96
2016-09-12 00:00:00.000000 UTC,230,6517.2800000000007
2016-09-13 00:00:00.000000 UTC,210,6497.45
2016-09-14 00:00:00.000000 UTC,356,10095.060000000003
2016-09-15 00:00:00.000000 UTC,230,7999.19
2016-09-16 00:00:00.000000 UTC,201,5670.82
2016-09-17 00:00:00.000000 UTC,118,4654.97
2016-09-19 00:00:00.000000 UTC,164,4681.68
2016-09-20 00:00:00.000000 UTC,174,5464.49
2016-09-21 00:00:00.000000 UTC,291,9863.7100000000009
2016-09-22 00:00:00.000000 UTC,273,6978.3
2016-09-23 00:00:00.000000 UTC,323,7946.1400000000031
2016-09-24 00:00:00.000000 UTC,67,2659.54
2016-09-26 00:00:00.000000 UTC,268,6160.2500000000009
2016-09-27 00:00:00.000000 UTC,274,6442.27
2016-09-28 00:00:00.000000 UTC,225,6307.3100000000013
2016-09-29 00:00:00.000000 UTC,267,7874.17
2016-09-30 00:00:00.000000 UTC,1,2.0
2016-10-01 00:00:00.000000 UTC,153,4501.26
2016-10-03 00:00:00.000000 UTC,469,14724.96
2016-10-04 00:00:00.000000 UTC,268,8309.24
2016-10-05 00:00:00.000000 UTC,217,5598.16
2016-10-06 00:00:00.000000 UTC,210,5349.15
2016-10-07 00:00:00.000000 UTC,253,9651.11
2016-10-08 00:00:00.000000 UTC,147,4504.2300000000005
2016-10-10 00:00:00.000000 UTC,318,8757.8099999999977
2016-10-11 00:00:00.000000 UTC,341,11770.77
2016-10-12 00:00:00.000000 UTC,292,9152.83
2016-10-13 00:00:00.000000 UTC,211,6200.9500000000016
2016-10-14 00:00:00.000000 UTC,226,5696.9000000000005
2016-10-15 00:00:00.000000 UTC,141,2894.9300000000003
2016-10-17 00:00:00.000000 UTC,310,9502.510000000002
2016-10-18 00:00:00.000000 UTC,276,8908.369999999999
2016-10-19 00:00:00.000000 UTC,358,8722.159999999998
2016-10-20 00:00:00.000000 UTC,314,6717.56
2016-10-21 00:00:00.000000 UTC,502,16590.58
2016-10-22 00:00:00.000000 UTC,87,2003.1200000000001
2016-10-24 00:00:00.000000 UTC,173,11503.559999999998
2016-10-25 00:00:00.000000 UTC,212,6900.78
2016-10-26 00:00:00.000000 UTC,451,11550.859999999999
2016-10-27 00:00:00.000000 UTC,232,7417.58
2016-10-28 00:00:00.000000 UTC,253,7471.9
2016-10-29 00:00:00.000000 UTC,147,5199.61
2016-10-31 00:00:00.000000 UTC,301,9882.45
2016-11-02 00:00:00.000000 UTC,330,11147.86
2016-11-03 00:00:00.000000 UTC,336,7106.260000000002
2016-11-04 00:00:00.000000 UTC,281,6924.44
2016-11-05 00:00:00.000000 UTC,147,4808.11
2016-11-07 00:00:00.000000 UTC,167,4207.49
2016-11-08 00:00:00.000000 UTC,228,8401.01
2016-11-09 00:00:00.000000 UTC,327,9036.369999999999
2016-11-10 00:00:00.000000 UTC,310,10671.21
2016-11-12 00:00:00.000000 UTC,107,2921.63
2016-11-14 00:00:00.000000 UTC,230,12318.009999999998
2016-11-15 00:00:00.000000 UTC,343,9913.04
2016-11-16 00:00:00.000000 UTC,376,13848.970000000001
2016-11-17 00:00:00.000000 UTC,329,8290.2
2016-11-18 00:00:00.000000 UTC,231,6905.1100000000006
2016-11-19 00:00:00.000000 UTC,159,4387.63
2016-11-21 00:00:00.000000 UTC,212,5161.2800000000007
2016-11-22 00:00:00.000000 UTC,185,4791.97
2016-11-23 00:00:00.000000 UTC,210,6491.03
2016-11-24 00:00:00.000000 UTC,349,9281.9700000000012
2016-11-25 00:00:00.000000 UTC,239,8172.4299999999994
2016-11-26 00:00:00.000000 UTC,257,10592.029999999999
2016-11-28 00:00:00.000000 UTC,194,6484.92
2016-11-29 00:00:00.000000 UTC,259,7263.36
2016-11-30 00:00:00.000000 UTC,313,9150.52
2016-12-01 00:00:00.000000 UTC,258,7524.1600000000017
2016-12-02 00:00:00.000000 UTC,279,8559.92
2016-12-03 00:00:00.000000 UTC,112,3164.35
2016-12-05 00:00:00.000000 UTC,263,8415.6500000000015
2016-12-06 00:00:00.000000 UTC,304,8334.59
2016-12-07 00:00:00.000000 UTC,257,10682.939999999999
2016-12-08 00:00:00.000000 UTC,316,8848.6700000000019
2016-12-09 00:00:00.000000 UTC,349,11104.019999999999
2016-12-10 00:00:00.000000 UTC,128,4251.3600000000006
2016-12-12 00:00:00.000000 UTC,180,5659.9900000000007
2016-12-13 00:00:00.000000 UTC,215,11062.36
2016-12-14 00:00:00.000000 UTC,388,9336.13
2016-12-15 00:00:00.000000 UTC,272,8695.31
2016-12-16 00:00:00.000000 UTC,309,8877.99
2016-12-17 00:00:00.000000 UTC,65,2122.56
2016-12-19 00:00:00.000000 UTC,193,5308.57
2016-12-20 00:00:00.000000 UTC,170,5762.17
2016-12-21 00:00:00.000000 UTC,179,5763.52
2016-12-22 00:00:00.000000 UTC,163,6126.38
2016-12-23 00:00:00.000000 UTC,213,5449.02
2016-12-26 00:00:00.000000 UTC,153,2830.95
2016-12-27 00:00:00.000000 UTC,205,7415.0
2016-12-28 00:00:00.000000 UTC,179,4986.9800000000005
2016-12-29 00:00:00.000000 UTC,215,7398.0000000000018
2016-12-30 00:00:00.000000 UTC,149,4802.27
2017-01-02 00:00:00.000000 UTC,133,4022.84
2017-01-03 00:00:00.000000 UTC,306,10963.84
2017-01-04 00:00:00.000000 UTC,233,7544.1100000000024
2017-01-05 00:00:00.000000 UTC,311,11475.339999999998
2017-01-06 00:00:00.000000 UTC,340,12125.800000000001
2017-01-07 00:00:00.000000 UTC,90,2274.6
2017-01-09 00:00:00.000000 UTC,278,9026.4499999999989
2017-01-10 00:00:00.000000 UTC,263,7355.18
2017-01-11 00:00:00.000000 UTC,240,6930.9399999999987
2017-01-12 00:00:00.000000 UTC,321,9999.1700000000019
2017-01-13 00:00:00.000000 UTC,240,6215.0000000000009
2017-01-14 00:00:00.000000 UTC,148,3951.12
2017-01-16 00:00:00.000000 UTC,436,12046.95
2017-01-17 00:00:00.000000 UTC,289,7328.88
2017-01-18 00:00:00.000000 UTC,292,9754.619999999999
2017-01-19 00:00:00.000000 UTC,771,14470.420000000002
2017-01-20 00:00:00.000000 UTC,578,10743.32
2017-01-21 00:00:00.000000 UTC,181,6274.7100000000009
2017-01-23 00:00:00.000000 UTC,224,6871.5599999999995
2017-01-24 00:00:00.000000 UTC,283,7931.91
2017-01-25 00:00:00.000000 UTC,248,6440.2300000000005
2017-01-26 00:00:00.000000 UTC,303,7447.7499999999991
2017-01-27 00:00:00.000000 UTC,308,9070.4499999999989
2017-01-28 00:00:00.000000 UTC,365,10400.23
2017-01-30 00:00:00.000000 UTC,142,4558.0099999999993
2017-01-31 00:00:00.000000 UTC,253,5589.2400000000007
2017-02-01 00:00:00.000000 UTC,237,7447.579999999999
2017-02-02 00:00:00.000000 UTC,212,5774.75
2017-02-03 00:00:00.000000 UTC,256,9897.71
2017-02-04 00:00:00.000000 UTC,78,2267.06
2017-02-06 00:00:00.000000 UTC,214,7099.99
2017-02-07 00:00:00.000000 UTC,314,7009.28
2017-02-08 00:00:00.000000 UTC,335,8726.08
2017-02-09 00:00:00.000000 UTC,233,8248.8900000000012
2017-02-10 00:00:00.000000 UTC,209,5972.9000000000005
2017-02-11 00:00:00.000000 UTC,85,2463.8199999999997
2017-02-13 00:00:00.000000 UTC,297,10117.08
2017-02-14 00:00:00.000000 UTC,385,8949.35
2017-02-15 00:00:00.000000 UTC,272,6622.67
2017-02-16 00:00:00.000000 UTC,165,4591.93
2017-02-17 00:00:00.000000 UTC,220,5904.91
2017-02-18 00:00:00.000000 UTC,278,10221.869999999997
2017-02-20 00:00:00.000000 UTC,234,7702.1900000000023
2017-02-21 00:00:00.000000 UTC,239,7374.8500000000013
2017-02-22 00:00:00.000000 UTC,209,6861.9500000000007
2017-02-23 00:00:00.000000 UTC,213,7696.82
2017-02-24 00:00:00.000000 UTC,240,7559.07
2017-02-25 00:00:00.000000 UTC,95,2678.7400000000002
2017-02-27 00:00:00.000000 UTC,252,8192.15
2017-02-28 00:00:00.000000 UTC,514,10756.980000000001
2017-03-01 00:00:00.000000 UTC,281,11198.579999999998
2017-03-02 00:00:00.000000 UTC,217,5925.59
2017-03-03 00:00:00.000000 UTC,291,8199.090000000002
2017-03-04 00:00:00.000000 UTC,179,4476.9199999999992
2017-03-06 00:00:00.000000 UTC,451,16460.533236008596
2017-03-07 00:00:00.000000 UTC,286,12156.3
2017-03-08 00:00:00.000000 UTC,419,12419.869999999999
2017-03-09 00:00:00.000000 UTC,180,6751.91
2017-03-10 00:00:00.000000 UTC,281,7222.880000000001
2017-03-11 00:00:00.000000 UTC,72,2021.7199999999998
2017-03-13 00:00:00.000000 UTC,204,6907.4099999999989
2017-03-14 00:00:00.000000 UTC,484,16944.949999999997
2017-03-15 00:00:00.000000 UTC,250,8004.2299999999987
2017-03-16 00:00:00.000000 UTC,188,6623.37
2017-03-17 00:00:00.000000 UTC,323,9261.95
2017-03-18 00:00:00.000000 UTC,138,3995.9900000000007
2017-03-20 00:00:00.000000 UTC,363,11077.910000000002
2017-03-21 00:00:00.000000 UTC,260,8368.010000000002
2017-03-22 00:00:00.000000 UTC,260,7388.18
2017-03-23 00:00:00.000000 UTC,279,8081.17
2017-03-24 00:00:00.000000 UTC,248,7009.76
2017-03-25 00:00:00.000000 UTC,101,2408.1899999999996
2017-03-27 00:00:00.000000 UTC,217,6895.65
2017-03-28 00:00:00.000000 UTC,294,9932.44
2017-03-29 00:00:00.000000 UTC,241,7002.9100000000008
2017-03-30 00:00:00.000000 UTC,342,18822.880000000005
2017-03-31 00:00:00.000000 UTC,232,5525.47
2017-04-01 00:00:00.000000 UTC,104,2445.0600000000004
2017-04-03 00:00:00.000000 UTC,330,8804.74
2017-04-04 00:00:00.000000 UTC,202,9177.44
2017-04-05 00:00:00.000000 UTC,221,5648.2000000000007
2017-04-06 00:00:00.000000 UTC,232,6711.4999999999982
2017-04-07 00:00:00.000000 UTC,238,7768.0299999999988
2017-04-08 00:00:00.000000 UTC,107,3432.8999999999996
2017-04-10 00:00:00.000000 UTC,213,8821.8599999999988
2017-04-11 00:00:00.000000 UTC,278,6518.32
2017-04-12 00:00:00.000000 UTC,226,9161.82
2017-04-13 00:00:00.000000 UTC,210,5749.07
2017-04-14 00:00:00.000000 UTC,400,15745.960000000001
2017-04-15 00:00:00.000000 UTC,129,4833.28
2017-04-18 00:00:00.000000 UTC,278,7509.8300000000008
2017-04-19 00:00:00.000000 UTC,384,14797.279999999999
2017-04-20 00:00:00.000000 UTC,218,8268.39
2017-04-21 00:00:00.000000 UTC,218,6757.16
2017-04-22 00:00:00.000000 UTC,40,1298.3200000000002
2017-04-24 00:00:00.000000 UTC,273,12396.800000000003
2017-04-25 00:00:00.000000 UTC,251,7240.4599999999982
2017-04-26 00:00:00.000000 UTC,348,10981.85
2017-04-27 00:00:00.000000 UTC,611,14722.890000000001
2017-04-28 00:00:00.000000 UTC,500,10435.89
2017-04-29 00:00:00.000000 UTC,226,7649.3300000000008
2017-05-02 00:00:00.000000 UTC,438,10939.490000000002
2017-05-03 00:00:00.000000 UTC,882,19245.02
2017-05-04 00:00:00.000000 UTC,307,8850.23
2017-05-05 00:00:00.000000 UTC,338,9590.4199999999983
2017-05-06 00:00:00.000000 UTC,257,4548.8200000000006
2017-05-09 00:00:00.000000 UTC,483,14333.690000000002
2017-05-10 00:00:00.000000 UTC,310,9089.0800000000017
2017-05-11 00:00:00.000000 UTC,258,6276.380000000001
2017-05-12 00:00:00.000000 UTC,216,5800.4000000000005
2017-05-13 00:00:00.000000 UTC,162,5137.25
2017-05-15 00:00:00.000000 UTC,174,4747.4100000000008
2017-05-16 00:00:00.000000 UTC,407,10194.010000000002
2017-05-17 00:00:00.000000 UTC,219,6100.69
2017-05-18 00:00:00.000000 UTC,364,7757.619999999999
2017-05-19 00:00:00.000000 UTC,208,5351.8499999999995
2017-05-20 00:00:00.000000 UTC,182,4672.3600000000006
2017-05-22 00:00:00.000000 UTC,289,7184.5800000000008
2017-05-23 00:00:00.000000 UTC,360,14339.670000000002
2017-05-24 00:00:00.000000 UTC,664,21538.469999999998
2017-05-26 00:00:00.000000 UTC,195,5840.8000000000011
2017-05-27 00:00:00.000000 UTC,176,4159.22
2017-05-29 00:00:00.000000 UTC,271,10326.58
2017-05-30 00:00:00.000000 UTC,342,10472.99
2017-05-31 00:00:00.000000 UTC,319,10330.92
2017-06-01 00:00:00.000000 UTC,213,7448.1400000000012
2017-06-02 00:00:00.000000 UTC,291,12206.13
2017-06-03 00:00:00.000000 UTC,165,6974.8499999999995
2017-06-06 00:00:00.000000 UTC,208,11015.42
2017-06-07 00:00:00.000000 UTC,293,9928.5400000000027
2017-06-08 00:00:00.000000 UTC,369,14470.990000000002
2017-06-09 00:00:00.000000 UTC,389,14067.98
2017-06-10 00:00:00.000000 UTC,138,3387.7500000000005
2017-06-12 00:00:00.000000 UTC,280,9191.0600000000013
2017-06-13 00:00:00.000000 UTC,375,9765.4199999999983
2017-06-14 00:00:00.000000 UTC,269,10747.259999999998
2017-06-15 00:00:00.000000 UTC,360,11473.57
2017-06-16 00:00:00.000000 UTC,219,7487.0099999999984
2017-06-17 00:00:00.000000 UTC,150,4195.77
2017-06-19 00:00:00.000000 UTC,302,8354.28
2017-06-20 00:00:00.000000 UTC,328,11069.67
2017-06-21 00:00:00.000000 UTC,338,9551.8499999999985
2017-06-22 00:00:00.000000 UTC,336,10187.470000000003
2017-06-23 00:00:00.000000 UTC,260,9536.5600000000013
2017-06-24 00:00:00.000000 UTC,94,2296.68
2017-06-26 00:00:00.000000 UTC,257,12331.619999999999
2017-06-27 00:00:00.000000 UTC,254,7306.6400000000012
2017-06-28 00:00:00.000000 UTC,323,11147.79
2017-06-29 00:00:00.000000 UTC,345,10890.37
2017-06-30 00:00:00.000000 UTC,228,7959.05
2017-07-01 00:00:00.000000 UTC,128,3599.7799999999997
2017-07-03 00:00:00.000000 UTC,333,8498.84
2017-07-04 00:00:00.000000 UTC,201,5250.8499999999995
2017-07-05 00:00:00.000000 UTC,393,13414.83
2017-07-06 00:00:00.000000 UTC,382,12275.670000000006
2017-07-07 00:00:00.000000 UTC,233,7279.52
2017-07-08 00:00:00.000000 UTC,186,7130.0199999999986
2017-07-10 00:00:00.000000 UTC,570,15554.8
2017-07-11 00:00:00.000000 UTC,383,11314.170000000002
2017-07-12 00:00:00.000000 UTC,438,13984.21
2017-07-13 00:00:00.000000 UTC,456,14363.189999999997
2017-07-15 00:00:00.000000 UTC,124,3257.39
2017-07-17 00:00:00.000000 UTC,451,12543.710000000003
2017-07-18 00:00:00.000000 UTC,306,8397.84
2017-07-19 00:00:00.000000 UTC,295,15186.580000000002
2017-07-20 00:00:00.000000 UTC,289,9390.6600000000017
2017-07-21 00:00:00.000000 UTC,300,7660.9
2017-07-22 00:00:00.000000 UTC,206,5084.2899999999991
2017-07-24 00:00:00.000000 UTC,252,8861.6400000000012
2017-07-25 00:00:00.000000 UTC,369,10562.450000000003
2017-07-26 00:00:00.000000 UTC,296,7438.2699999999995
2017-07-27 00:00:00.000000 UTC,261,8347.31
2017-07-28 00:00:00.000000 UTC,229,6322.369999999999
2017-07-29 00:00:00.000000 UTC,88,2407.4
2017-07-31 00:00:00.000000 UTC,281,8137.5199999999995
2017-08-01 00:00:00.000000 UTC,285,8758.85
2017-08-02 00:00:00.000000 UTC,343,9783.63
2017-08-03 00:00:00.000000 UTC,278,7442.5400000000009
2017-08-04 00:00:00.000000 UTC,193,4947.77
2017-08-05 00:00:00.000000 UTC,172,4945.76
2017-08-07 00:00:00.000000 UTC,253,6032.8799999999992
2017-08-08 00:00:00.000000 UTC,297,10602.750000000002
2017-08-09 00:00:00.000000 UTC,291,8524.84
2017-08-10 00:00:00.000000 UTC,299,7371.7700000000013
2017-08-11 00:00:00.000000 UTC,617,14467.89
2017-08-12 00:00:00.000000 UTC,82,2173.2
2017-08-14 00:00:00.000000 UTC,206,5500.3399999999992
2017-08-16 00:00:00.000000 UTC,382,11385.01
2017-08-17 00:00:00.000000 UTC,261,6411.869999999999
2017-08-18 00:00:00.000000 UTC,316,9239.57
2017-08-19 00:00:00.000000 UTC,91,1957.0699999999997
2017-08-21 00:00:00.000000 UTC,234,7820.17
2017-08-22 00:00:00.000000 UTC,247,7792.6800000000012
2017-08-23 00:00:00.000000 UTC,343,8629.0
2017-08-24 00:00:00.000000 UTC,275,8440.95
2017-08-25 00:00:00.000000 UTC,214,5097.65
2017-08-26 00:00:00.000000 UTC,111,2925.22
2017-08-28 00:00:00.000000 UTC,316,12868.970000000001
2017-08-29 00:00:00.000000 UTC,291,7841.0400000000018
2017-08-30 00:00:00.000000 UTC,285,7596.8400000000011
2017-08-31 00:00:00.000000 UTC,483,11369.05
2017-09-01 00:00:00.000000 UTC,307,9588.7999999999975
2017-09-02 00:00:00.000000 UTC,78,1962.37
2017-09-04 00:00:00.000000 UTC,316,7899.83
2017-09-05 00:00:00.000000 UTC,347,12109.220000000001
2017-09-06 00:00:00.000000 UTC,265,8171.2400000000007
2017-09-07 00:00:00.000000 UTC,342,9725.04
2017-09-08 00:00:00.000000 UTC,438,12952.72
2017-09-09 00:00:00.000000 UTC,106,3113.3
2017-09-11 00:00:00.000000 UTC,230,6330.4800000000014
2017-09-12 00:00:00.000000 UTC,511,20591.749999999996
2017-09-13 00:00:00.000000 UTC,290,6846.19
2017-09-14 00:00:00.000000 UTC,292,7799.7900000000018
2017-09-15 00:00:00.000000 UTC,192,5246.4299999999994
2017-09-16 00:00:00.000000 UTC,88,3052.42
2017-09-18 00:00:00.000000 UTC,184,7030.98
2017-09-19 00:00:00.000000 UTC,307,10269.52
2017-09-20 00:00:00.000000 UTC,332,10123.06
2017-09-21 00:00:00.000000 UTC,429,12588.279999999999
2017-09-22 00:00:00.000000 UTC,314,7353.52
2017-09-23 00:00:00.000000 UTC,156,4553.8
2017-09-25 00:00:00.000000 UTC,250,8283.88
2017-09-29 00:00:00.000000 UTC,424,12555.330000000002
2017-09-30 00:00:00.000000 UTC,611,22138.629999999997
2017-10-02 00:00:00.000000 UTC,269,8756.9399999999987
2017-10-03 00:00:00.000000 UTC,327,11469.270000000002
2017-10-04 00:00:00.000000 UTC,321,10697.170000000004
2017-10-05 00:00:00.000000 UTC,283,7870.78
2017-10-06 00:00:00.000000 UTC,302,9569.2799999999988
2017-10-09 00:00:00.000000 UTC,361,11988.859999999999
2017-10-10 00:00:00.000000 UTC,320,9982.56
2017-10-11 00:00:00.000000 UTC,226,8761.75
2017-10-12 00:00:00.000000 UTC,339,10638.349999999999
2017-10-13 00:00:00.000000 UTC,395,8907.59
2017-10-14 00:00:00.000000 UTC,163,4228.08
2017-10-16 00:00:00.000000 UTC,334,10247.8
2017-10-17 00:00:00.000000 UTC,355,9411.86
2017-10-18 00:00:00.000000 UTC,325,11334.64
2017-10-19 00:00:00.000000 UTC,272,7930.4299999999994
2017-10-20 00:00:00.000000 UTC,256,6111.4900000000016
2017-10-21 00:00:00.000000 UTC,120,3808.3
2017-10-23 00:00:00.000000 UTC,325,12085.720000000003
2017-10-24 00:00:00.000000 UTC,285,8848.07
2017-10-25 00:00:00.000000 UTC,245,10621.47
2017-10-26 00:00:00.000000 UTC,191,7625.3900000000012
2017-10-27 00:00:00.000000 UTC,245,7738.0900000000011
2017-10-28 00:00:00.000000 UTC,92,1618.45
2017-10-30 00:00:00.000000 UTC,303,11154.519999999999
2017-10-31 00:00:00.000000 UTC,423,16000.86
2017-11-01 00:00:00.000000 UTC,10,863.63
2017-11-02 00:00:00.000000 UTC,392,11732.370000000003
2017-11-03 00:00:00.000000 UTC,285,7792.13
2017-11-04 00:00:00.000000 UTC,169,5778.47
2017-11-05 00:00:00.000000 UTC,8,171.39999999999998
2017-11-06 00:00:00.000000 UTC,380,11796.43
2017-11-07 00:00:00.000000 UTC,294,8884.5600000000013
2017-11-08 00:00:00.000000 UTC,361,12429.280000000002
2017-11-09 00:00:00.000000 UTC,332,9850.4100000000017
2017-11-10 00:00:00.000000 UTC,346,15550.120000000003
2017-11-11 00:00:00.000000 UTC,3,71.009999999999991
2017-11-13 00:00:00.000000 UTC,322,11696.94
2017-11-14 00:00:00.000000 UTC,294,8965.82
2017-11-15 00:00:00.000000 UTC,309,7860.69
2017-11-16 00:00:00.000000 UTC,243,6247.8200000000015
2017-11-17 00:00:00.000000 UTC,240,7070.2599999999993
2017-11-18 00:00:00.000000 UTC,143,3310.8799999999997
2017-11-20 00:00:00.000000 UTC,310,12728.95
2017-11-21 00:00:00.000000 UTC,254,11233.869999999999
2017-11-22 00:00:00.000000 UTC,282,9929.9799999999977
2017-11-23 00:00:00.000000 UTC,292,10138.96
2017-11-24 00:00:00.000000 UTC,246,9335.4
2017-11-25 00:00:00.000000 UTC,104,2275.31
2017-11-27 00:00:00.000000 UTC,345,15020.77
2017-11-28 00:00:00.000000 UTC,277,6835.0399999999991
2017-11-29 00:00:00.000000 UTC,358,9883.73
2017-11-30 00:00:00.000000 UTC,265,8958.49
2017-12-01 00:00:00.000000 UTC,251,8810.39
2017-12-02 00:00:00.000000 UTC,149,3485.16
2017-12-04 00:00:00.000000 UTC,315,10268.41
2017-12-05 00:00:00.000000 UTC,355,9808.0700000000015
2017-12-06 00:00:00.000000 UTC,294,10619.420000000002
